transcriptId,jobId,L2 Clusters,L3 Intents,L1 Cluster,transcript_complexity,Complexity (score out of 10),resolution,resolutionDescription,transcriptId.1,clusteringOutput,addedOn,Complexity Bucket,Complexity_level_bucket,AHT (mins),Aht_bucket,Proposed_for_Automation,Proposed_of_automation,Proposed_,AHT_Level,Complexity_Level,AHT_Complexity_Segment,AHT_Intent_Alignment
696df4fd459d6714849b6fc9,CXJ-960,connectionIssue,internetConnectionIssue,networkConnectivity,7.7,7.8,technicianScheduled,A technician was scheduled to visit the customer's location to investigate the connection issue.,55,"[{'closest_other_cluster_name': 'networkConnection', 'cluster': 21, 'embedding_input': 'internetConnectionIssue:Internet connection issue refers to problems with the speed, stability, or availability of an internet connection.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 22, 'distance_to_other_cluster': 0.2892, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,4,1. Low AHT,No,0,Volume - Rest,Low AHT,7.7,Low AHT | 7.7,Review
696df4fd459d6714849b6fca,CXJ-960,connectionIssue,internetConnectionIssue,networkConnectivity,7.7,7.8,provideHotspot,The agent set up a mobile hotspot device to provide a more stable internet connection.,61,"[{'closest_other_cluster_name': 'networkConnection', 'cluster': 21, 'embedding_input': 'internetConnectionIssue:Internet connection issue refers to problems with the stability, speed, or availability of an internet connection.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 22, 'distance_to_other_cluster': 0.2892, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,2,1. Low AHT,No,0,Volume - Rest,Low AHT,7.7,Low AHT | 7.7,Review
696df4fd459d6714849b6fcb,CXJ-960,connectionIssue,internetConnectionIssue,networkConnectivity,7.800000000000001,7.8,signalSent,The agent sent a signal to the customer's router to resolve the connection issue.,74,"[{'closest_other_cluster_name': 'networkConnection', 'cluster': 21, 'embedding_input': 'internetConnectionIssue:Internet connection issue refers to problems with the stability, speed, or availability of an internet connection.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 22, 'distance_to_other_cluster': 0.2892, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,13,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,7.800000000000001,Low AHT | 7.800000000000001,Review
696df4fd459d6714849b6fcc,CXJ-960,connectionIssue,internetConnectionIssue,networkConnectivity,8.0,7.8,signalSent,The agent sent a signal to the customer's router to resolve the connection issue.,85,"[{'closest_other_cluster_name': 'networkConnection', 'cluster': 21, 'embedding_input': 'internetConnectionIssue:Internet connection issue refers to problems with maintaining a stable and consistent internet connection.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 22, 'distance_to_other_cluster': 0.2892, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,13,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,8.0,Low AHT | 8.0,Review
696df4fd459d6714849b6fcd,CXJ-960,internetConnectionIssue,networkOutage,networkOutage,9.6,9.41,technicianScheduled,A technician has been scheduled to visit the customer's location to resolve the internet issue.,17,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': ""networkOutage:A network outage refers to a disruption in the internet service due to issues in the service provider's network, affecting multiple users in a specific area."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,8,2. Medium AHT,No,0,Volume - Rest,Low AHT,9.6,Low AHT | 9.6,Review
696df4fd459d6714849b6fce,CXJ-960,internetConnectionIssue,networkOutage,networkOutage,9.3,9.41,temporarySolutionProvided,The agent suggested using a mobile hotspot as a temporary solution until the network outage is resolved.,26,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': ""networkOutage:Network outage refers to a disruption in the internet service due to issues in the service provider's network."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,9,2. Medium AHT,No,0,Volume - Rest,Low AHT,9.3,Low AHT | 9.3,Review
696df4fd459d6714849b6fcf,CXJ-960,internetIssue,networkOutage,networkOutage,9.200000000000001,9.41,issueEscalation,The agent escalated the issue to the advanced technical support team for faster resolution.,29,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': 'networkOutage:Network outage refers to a disruption in the internet service due to issues in the network infrastructure.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,10,2. Medium AHT,No,0,Volume - Rest,Low AHT,9.200000000000001,Low AHT | 9.200000000000001,Review
696df4fd459d6714849b6fd0,CXJ-960,connectionIssue,networkOutage,networkOutage,9.200000000000001,9.41,issueResolution,The agent informed the customer that the issue will be resolved within the next 24 hours.,34,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': ""networkOutage:A network outage refers to a disruption in the internet service due to issues in the service provider's network infrastructure."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,13,3. High AHT,No,0,Volume - Rest,Low AHT,9.200000000000001,Low AHT | 9.200000000000001,Review
696df4fd459d6714849b6fd1,CXJ-960,connectionIssue,networkOutage,networkOutage,9.6,9.41,accountCredit,The agent applied a one-time credit to the customer's account for the inconvenience experienced.,46,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': ""networkOutage:Network outage refers to a disruption in the internet service due to issues in the service provider's network."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,8,2. Medium AHT,No,0,Volume - Rest,Low AHT,9.6,Low AHT | 9.6,Review
696df4fd459d6714849b6fd2,CXJ-960,connectionIssue,networkOutage,networkOutage,,9.41,issueResolution,The agent informed the customer that the network issue will be resolved within 24 hours.,53,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': ""networkOutage:A network outage refers to a disruption in the internet service due to issues within the service provider's network infrastructure."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,8,2. Medium AHT,No,0,Volume - Rest,Low AHT,Nan,Low AHT | Nan,Review
696df4fd459d6714849b6fd3,CXJ-960,internetConnectionIssue,networkOutage,networkOutage,9.3,9.41,technicianScheduled,A technician visit has been scheduled to investigate and resolve the internet connection issue.,56,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': ""networkOutage:Network outage refers to a temporary loss of internet connectivity due to issues in the service provider's network."", 'prob_cluster_belonging': 0.5296370749399284, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,9,2. Medium AHT,No,0,Volume - Rest,Low AHT,9.3,Low AHT | 9.3,Review
696df4fd459d6714849b6fd4,CXJ-960,internetConnectionIssue,networkOutage,networkOutage,9.399999999999999,9.41,provideHotspot,The agent provided a mobile hotspot device to ensure a stable connection until the outage is resolved.,58,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': ""networkOutage:Network outage refers to a disruption in the internet service due to issues in the service provider's network, affecting multiple users in a specific area."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,10,2. Medium AHT,No,0,Volume - Rest,Low AHT,9.399999999999999,Low AHT | 9.399999999999999,Review
696df4fd459d6714849b6fd5,CXJ-960,audioQuality,networkOutage,networkOutage,9.5,9.41,escalateSupport,The agent escalated the issue to the advanced technical support team for further assistance.,79,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': 'networkOutage:Network outage refers to a disruption in the service provided by the network, causing issues such as poor audio quality or connectivity problems.', 'prob_cluster_belonging': 0.4148313786203816, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,8,2. Medium AHT,No,0,Volume - Rest,Low AHT,9.5,Low AHT | 9.5,Review
696df4fd459d6714849b6fd6,CXJ-960,internetConnectionIssue,networkOutage,networkOutage,9.399999999999999,9.41,escalateSupport,The agent escalated the issue to the advanced technical support team for priority resolution.,81,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': 'networkOutage:A network outage refers to a disruption in the internet service due to issues in the network infrastructure, affecting connectivity for users in a specific area.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,17,3. High AHT,No,0,Volume - Rest,Low AHT,9.399999999999999,Low AHT | 9.399999999999999,Review
696df4fd459d6714849b6fd7,CXJ-960,connectionIssue,networkOutage,networkOutage,9.399999999999999,9.41,accountCredit,The agent applied a one-time credit to the customer's account for the inconvenience caused.,87,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': ""networkOutage:Network outage refers to a disruption in the internet service due to issues in the service provider's network infrastructure."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,5,1. Low AHT,No,0,Volume - Rest,Low AHT,9.399999999999999,Low AHT | 9.399999999999999,Review
696df4fd459d6714849b6fd8,CXJ-960,internetConnectionIssue,networkOutage,networkOutage,9.7,9.41,technicianScheduled,A technician visit has been scheduled to resolve the internet connection issue.,95,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': ""networkOutage:A network outage refers to a disruption in the internet service due to issues in the service provider's network infrastructure."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,8,2. Medium AHT,No,0,Volume - Rest,Low AHT,9.7,Low AHT | 9.7,Review
696df4fd459d6714849b6fd9,CXJ-960,internetConnectionIssue,networkOutage,networkOutage,9.3,9.41,accountCredit,The agent credited the customer's account for the inconvenience caused by the network outage.,99,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 11, 'embedding_input': 'networkOutage:Network outage refers to a disruption in the internet service due to issues in the network infrastructure.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.4084, 'umap_embedding': 'ComingSoon'}]",1768813821,High,3. High Complexity,3,1. Low AHT,No,0,Volume - Rest,Low AHT,9.3,Low AHT | 9.3,Review
696df4fd459d6714849b6fda,CXJ-960,performanceIssue,intermittentPerformance,performanceFluctuation,6.800000000000001,6.73,troubleshootingSteps,The agent suggested trying a different browser and checking for outages or maintenance.,18,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 2, 'embedding_input': 'intermittentPerformance:Intermittent performance refers to inconsistent or sporadic functioning of a service, where it works fine at times but is slow or unresponsive at other times.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.5737, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,9,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.800000000000001,Low AHT | 6.800000000000001,Review
696df4fd459d6714849b6fdb,CXJ-960,keyboardIssue,intermittentPerformance,performanceFluctuation,6.800000000000001,6.73,keyboardReplacement,The agent confirmed a replacement keyboard will be shipped within 3-5 business days.,49,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 2, 'embedding_input': 'intermittentPerformance:Intermittent performance refers to a situation where a device or component works sporadically, functioning correctly at times and failing at others.', 'prob_cluster_belonging': 0.800571949254555, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.5737, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,10,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.800000000000001,Low AHT | 6.800000000000001,Review
696df4fd459d6714849b6fdc,CXJ-960,connectionIssue,intermittentPerformance,performanceFluctuation,6.7,6.73,signalSent,The agent sent a signal to the customer's modem to resolve the internet connection issue.,64,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 2, 'embedding_input': 'intermittentPerformance:Intermittent performance refers to inconsistent or fluctuating performance levels, often resulting in periods of slow or unstable service.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.5737, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,14,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.7,Low AHT | 6.7,Review
696df4fd459d6714849b6fdd,CXJ-960,internetConnectionIssue,intermittentPerformance,performanceFluctuation,6.600000000000001,6.73,technicianScheduled,A technician has been scheduled to visit the customer's location within 24-48 hours.,86,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 2, 'embedding_input': 'intermittentPerformance:Intermittent performance refers to inconsistent or sporadic functioning of a service or device, causing it to work irregularly.', 'prob_cluster_belonging': 0.8938119679661396, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.5737, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,16,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.600000000000001,Low AHT | 6.600000000000001,Review
696df4fd459d6714849b6fde,CXJ-960,keyboardMalfunction,driverUpdate,softwareUpdate,7.800000000000001,7.69,driverUpdated,The agent guided the customer through updating the keyboard drivers to resolve the issue.,19,"[{'closest_other_cluster_name': 'driverUpdate', 'cluster': 6, 'embedding_input': 'driverUpdate:Driver update refers to the process of installing the latest software for a hardware component to ensure it functions correctly.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 5, 'distance_to_other_cluster': 0.3325, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,5,1. Low AHT,No,0,Volume - Rest,Low AHT,7.800000000000001,Low AHT | 7.800000000000001,Review
696df4fd459d6714849b6fdf,CXJ-960,keyboardIssue,driverUpdate,softwareUpdate,7.6,7.69,driverUpdated,"The agent guided the customer to update the keyboard drivers, resolving the issue.",52,"[{'closest_other_cluster_name': 'driverUpdate', 'cluster': 6, 'embedding_input': 'driverUpdate:Driver update refers to the process of installing the latest software for a hardware component to ensure it functions correctly.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 5, 'distance_to_other_cluster': 0.3325, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,13,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,7.6,Low AHT | 7.6,Review
696df4fd459d6714849b6fe0,CXJ-960,audioRestoration,driverUpdate,softwareUpdate,7.800000000000001,7.69,driverUpdated,The agent guided the customer through updating the audio driver to restore audio functionality.,54,"[{'closest_other_cluster_name': 'driverUpdate', 'cluster': 6, 'embedding_input': 'driverUpdate:Driver update refers to the process of installing the latest version of software that controls a hardware device, ensuring it functions correctly.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 5, 'distance_to_other_cluster': 0.3325, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,4,1. Low AHT,No,0,Volume - Rest,Low AHT,7.800000000000001,Low AHT | 7.800000000000001,Review
696df4fd459d6714849b6fe1,CXJ-960,audioIssue,driverUpdate,softwareUpdate,7.5,7.69,updateDriver,The agent guided the customer to update the audio driver to resolve the issue.,72,"[{'closest_other_cluster_name': 'driverUpdate', 'cluster': 6, 'embedding_input': 'driverUpdate:Driver update refers to the process of installing the latest version of software that controls a hardware device to ensure it functions correctly.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 5, 'distance_to_other_cluster': 0.3325, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,14,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,7.5,Low AHT | 7.5,Review
696df4fd459d6714849b6fe2,CXJ-960,audioIssue,driverUpdate,softwareUpdate,7.5,7.69,updateAudioDriver,The agent guided the customer through updating the audio drivers to resolve the issue.,91,"[{'closest_other_cluster_name': 'driverUpdate', 'cluster': 6, 'embedding_input': 'driverUpdate:Driver update refers to the process of installing the latest version of software drivers to ensure hardware components function correctly.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 5, 'distance_to_other_cluster': 0.3325, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,15,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,7.5,Low AHT | 7.5,Review
696df4fd459d6714849b6fe3,CXJ-960,internetConnectionIssue,fiberConnectionIssue,fiberConnection,6.0,6.2,technicianScheduled,A technician has been scheduled to visit and resolve the fiber connection issue.,21,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 18, 'embedding_input': 'fiberConnectionIssue:Fiber connection issue refers to problems or disruptions in the fiber optic network that affect internet connectivity.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.3085, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,7,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.0,Low AHT | 6.0,Review
696df4fd459d6714849b6fe4,CXJ-960,internetConnectionIssue,fiberConnectionIssue,fiberConnection,6.3,6.2,technicianScheduled,A technician has been scheduled to visit and address the fiber optic cable issue in the customer's area.,38,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 18, 'embedding_input': 'fiberConnectionIssue:Fiber connection issue refers to problems related to the fiber optic cables that provide internet service, causing disruptions or poor quality in the connection.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.3085, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,6,1. Low AHT,No,0,Volume - Rest,Low AHT,6.3,Low AHT | 6.3,Review
696df4fd459d6714849b6fe5,CXJ-960,internetConnectionIssue,fiberConnectionIssue,fiberConnection,6.3,6.2,technicianScheduled,A technician has been scheduled to visit and resolve the fiber connection issue within 24-48 hours.,80,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 18, 'embedding_input': 'fiberConnectionIssue:Fiber connection issue refers to problems or disruptions in the fiber optic network that affect internet connectivity.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.3085, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,16,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.3,Low AHT | 6.3,Review
696df4fd459d6714849b6fe6,CXJ-960,batteryIssue,batteryDraining,batteryDraining,7.5,7.45,appClosure,The agent advised the customer to close the email app to resolve the battery draining issue.,28,"[{'closest_other_cluster_name': 'batteryDegradation', 'cluster': 17, 'embedding_input': ""batteryDraining:Battery draining refers to the rapid depletion of a device's battery power, often due to software or hardware issues."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 20, 'distance_to_other_cluster': 0.3699, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,14,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,7.5,Low AHT | 7.5,Review
696df4fd459d6714849b6fe7,CXJ-960,batteryIssue,batteryDraining,batteryDraining,7.4,7.45,batteryCalibrationGuide,The agent provided a step-by-step guide to calibrate the battery to resolve the issue.,37,"[{'closest_other_cluster_name': 'batteryDegradation', 'cluster': 17, 'embedding_input': ""batteryDraining:Battery draining refers to the rapid depletion of a device's battery charge, often due to hardware or software issues."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 20, 'distance_to_other_cluster': 0.3699, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,2,1. Low AHT,No,0,Volume - Rest,Low AHT,7.4,Low AHT | 7.4,Review
696df4fd459d6714849b6fe8,CXJ-960,batteryIssue,batteryDraining,batteryDraining,7.3,7.45,safeModeRestart,The agent guided the customer to restart the phone in safe mode to resolve the battery issue.,39,"[{'closest_other_cluster_name': 'batteryDegradation', 'cluster': 17, 'embedding_input': ""batteryDraining:Battery draining refers to the rapid depletion of a device's battery charge, often due to software or hardware issues."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 20, 'distance_to_other_cluster': 0.3699, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,6,1. Low AHT,No,0,Volume - Rest,Low AHT,7.3,Low AHT | 7.3,Review
696df4fd459d6714849b6fe9,CXJ-960,batteryIssue,batteryDraining,batteryDraining,7.3,7.45,safeModeRestart,The agent guided the customer to restart the phone in safe mode to diagnose the issue.,57,"[{'closest_other_cluster_name': 'batteryDegradation', 'cluster': 17, 'embedding_input': ""batteryDraining:Battery draining refers to the rapid depletion of a device's battery charge, often due to software or hardware issues."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 20, 'distance_to_other_cluster': 0.3699, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,11,2. Medium AHT,No,0,Volume - Rest,Low AHT,7.3,Low AHT | 7.3,Review
696df4fd459d6714849b6fea,CXJ-960,batteryIssue,batteryDraining,batteryDraining,7.4,7.45,resetDeviceSettings,The agent advised the customer to reset the device's settings to default values.,60,"[{'closest_other_cluster_name': 'batteryDegradation', 'cluster': 17, 'embedding_input': ""batteryDraining:Battery draining refers to the rapid depletion of a device's battery charge, causing it to lose power quickly."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 20, 'distance_to_other_cluster': 0.3699, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,7,2. Medium AHT,No,0,Volume - Rest,Low AHT,7.4,Low AHT | 7.4,Review
696df4fd459d6714849b6feb,CXJ-960,batteryReplacement,batteryDraining,batteryDraining,,7.45,sendReplacementBattery,The agent will send a replacement battery to the customer within 3-5 business days.,78,"[{'closest_other_cluster_name': 'batteryDegradation', 'cluster': 17, 'embedding_input': ""batteryDraining:Battery draining refers to the rapid depletion of a device's battery charge, often due to hardware or software issues."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 20, 'distance_to_other_cluster': 0.3699, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,6,1. Low AHT,No,0,Volume - Rest,Low AHT,Nan,Low AHT | Nan,Review
696df4fd459d6714849b6fec,CXJ-960,batteryReplacement,batteryDraining,batteryDraining,7.800000000000001,7.45,issueEscalation,The agent escalated the issue to a supervisor for further assistance within 24 hours.,97,"[{'closest_other_cluster_name': 'batteryDegradation', 'cluster': 17, 'embedding_input': ""batteryDraining:Battery draining refers to the rapid depletion of a device's battery charge, leading to reduced operational time."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 20, 'distance_to_other_cluster': 0.3699, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,13,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,7.800000000000001,Low AHT | 7.800000000000001,Review
696df4fd459d6714849b6fed,CXJ-960,claimProcessing,accidentDamage,physicalDamage,,5.7,claimSetup,The agent set up a claim for the customer's car accident damage.,30,"[{'closest_other_cluster_name': 'liquidDamage', 'cluster': 4, 'embedding_input': 'accidentDamage:Accident damage refers to physical harm or destruction caused to a vehicle as a result of a collision or crash.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 3, 'distance_to_other_cluster': 0.3794, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,7,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,Nan,Low AHT | Nan,Review
696df4fd459d6714849b6fee,CXJ-960,claimSetup,accidentDamage,physicalDamage,5.699999999999999,5.7,assignAdjuster,An adjuster will be assigned to inspect the damage and provide an estimate for repairs.,36,"[{'closest_other_cluster_name': 'liquidDamage', 'cluster': 4, 'embedding_input': 'accidentDamage:Accident damage refers to physical harm or destruction caused to a vehicle as a result of a collision or crash.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 3, 'distance_to_other_cluster': 0.3794, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,8,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,5.699999999999999,Low AHT | 5.699999999999999,Review
696df4fd459d6714849b6ff0,CXJ-960,claimSetup,accidentDamage,physicalDamage,5.699999999999999,5.7,submitPoliceReport,The customer was asked to submit the police report via fax or email for claim processing.,84,"[{'closest_other_cluster_name': 'liquidDamage', 'cluster': 4, 'embedding_input': 'accidentDamage:Accident damage refers to physical harm or destruction caused to a vehicle due to a collision or impact.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': 3, 'distance_to_other_cluster': 0.3794, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,11,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,5.699999999999999,Low AHT | 5.699999999999999,Review
696df4fd459d6714849b6ffb,CXJ-960,softwareFreezing,softwareUpdate,softwareUpdate,7.5,7.69,sendPatch,The agent sent a patch to the customer to update the software to the latest version.,83,"[{'closest_other_cluster_name': 'softwareUpdate', 'cluster': 1, 'embedding_input': 'softwareUpdate:Software update refers to the process of installing a newer version of a software program to fix bugs, improve performance, or add new features.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 6, 'distance_to_other_cluster': 0.3721, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,3,1. Low AHT,No,0,Volume - Rest,Low AHT,7.5,Low AHT | 7.5,Review
696df4fd459d6714849b6ff1,CXJ-960,audioQualityIssue,connectionSpeed,connectionSpeed,5.899999999999999,5.9,speedBoost,The agent boosted the customer's internet speed to resolve the audio quality issue.,31,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 16, 'embedding_input': 'connectionSpeed:Connection speed refers to the rate at which data is transmitted over an internet connection, affecting the quality of services like audio and video.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.3811, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,12,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,5.899999999999999,Low AHT | 5.899999999999999,Review
696df4fd459d6714849b6ff2,CXJ-960,connectionIssue,connectionSpeed,connectionSpeed,5.899999999999999,5.9,escalateSupport,The agent escalated the issue to the advanced technical support team for further assistance.,65,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 16, 'embedding_input': 'connectionSpeed:Connection speed refers to the rate at which data is transmitted over an internet connection, affecting the quality and reliability of online activities.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.3811, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,4,1. Low AHT,No,0,Volume - Rest,Low AHT,5.899999999999999,Low AHT | 5.899999999999999,Review
