transcriptId,jobId,L3 Intents,L1 Cluster,L2 Clusters,transcript_complexity,Complexity (score out of 10),Complexity Bucket,Complexity_level_bucket,AHT (mins),Aht_bucket,Proposed_for_Automation,Proposed_of_automation,Proposed_,resolution,resolutionDescription,transcriptId.1,clusteringOutput,addedOn,L1 Clusters
695812dcc0cbb5cf7ac67639,CXJ-927,systemFunctionality,powerOutageImpact,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,2,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,notificationSetup,Customer will receive a notification on their phone when the system switches to battery power.,ADT-00013,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'powerOutageImpact:Power outage impact refers to the effect of a power loss on the functionality and operation of security systems.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6763a,CXJ-927,accountCancellation,missedAppointment,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,13,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,transferToRetention,Agent transferred the customer to the Retention department for account cancellation.,ADT-00018,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'missedAppointment:Missed appointment refers to a scheduled service visit that did not occur as planned, causing inconvenience to the customer.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6763b,CXJ-927,loginIssue,faceIDPermission,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,13,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,permissionEnabled,Agent guided customer to enable FaceID permission in phone settings to resolve login issue.,ADT-00019,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'faceIDPermission:FaceID permission refers to the setting that allows an app to use FaceID for authentication and maintaining session activity.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6763c,CXJ-927,moveSupport,sensorTransfer,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,8,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,technicianScheduled,A technician is scheduled to visit the new house for consultation and installation.,ADT-00022,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'sensorTransfer:Sensor transfer refers to the process of relocating DIY sensors from one property to another during a move.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6763d,CXJ-927,accountTransfer,contractCarryover,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,9,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,appointmentScheduled,The agent scheduled an afternoon appointment for the customer on the 22nd.,ADT-00023,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'contractCarryover:Contract carryover refers to the process of transferring an existing service contract to a new address without incurring penalties.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6763e,CXJ-927,accountCancellation,serviceUnavailability,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,10,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,accountClosure,The agent scheduled the account cancellation for the customer's move date.,ADT-00025,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'serviceUnavailability:Service unavailability refers to the inability to provide a specific service in a certain geographic area due to coverage limitations.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6763f,CXJ-927,chargeDispute,promoCodeError,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,13,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,refundProcessed,The agent processed a direct refund to the customer's Visa card for the incorrect charge.,ADT-00040,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'promoCodeError:Promo code error refers to a situation where a promotional code applied to a transaction fails to validate correctly, resulting in incorrect charges.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67640,CXJ-927,accountClosure,retirementImpact,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,8,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,buyoutRequired,Agent informs customer that account closure requires a buyout of 75% of remaining months.,ADT-00042,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': ""retirementImpact:Retirement impact refers to the changes in a person's lifestyle and financial decisions due to retirement, often leading to reduced usage of services and desire to minimize expenses."", 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67641,CXJ-927,accountClosure,deathEvent,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,8,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,accountClosed,The agent confirmed the account closure and stopped all billing immediately.,ADT-00044,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'deathEvent:Death event refers to the passing away of an account holder, necessitating the closure of their account.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67642,CXJ-927,medicalAlertUpgrade,fallProtection,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,9,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,orderProcessed,The agent confirmed the order for the medical alert pendant and processed it for shipment.,ADT-00046,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'fallProtection:Fall protection refers to measures and devices designed to prevent or mitigate injuries from falls, especially for elderly or disabled individuals.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67643,CXJ-927,smartLockRequest,annualCheckup,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,10,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,lockReserved,Agent reserved a satin nickel finish smart lock for the customer’s November appointment.,ADT-00050,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'annualCheckup:Annual checkup refers to the scheduled yearly maintenance and inspection of a security system.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67644,CXJ-927,emailUpdated,notificationSettings,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,8,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,emailUpdated,The agent updated the primary email address and adjusted notification settings as requested.,ADT-00051,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'notificationSettings:Notification settings refer to the preferences for receiving alerts and promotional emails from a service provider.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67645,CXJ-927,billingAdjustment,unauthorizedCharge,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,17,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,chargeRemoved,The agent removed the unauthorized charge and credited $21 back to the customer's account.,ADT-00057,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': ""unauthorizedCharge:Unauthorized charge refers to any fee or cost added to a customer's bill without their explicit consent or approval."", 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67646,CXJ-927,doorbellPurchase,apartmentRestriction,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,5,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,orderProcessed,Agent processed the order for the customer and saved the shipping fee.,ADT-00059,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'apartmentRestriction:Apartment restriction refers to limitations or rules set by landlords or property managers that prevent tenants from making certain modifications to their living space, such as drilling holes.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67647,CXJ-927,cameraAlertIssue,motionSensorTrigger,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,8,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,activityZonesSetup,Agent set up activity zones to ignore tree shadows and enabled human detection only.,ADT-00072,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': ""motionSensorTrigger:Motion sensor trigger refers to the activation of a camera's alert system due to detected movement, often caused by environmental factors."", 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67648,CXJ-927,serviceAvailability,newDevelopment,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,3,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,virtualConsultation,Agent offers a virtual consultation to provide a quote over the phone.,ADT-00076,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'newDevelopment:New development refers to a recently constructed residential area that may not yet be fully mapped or recognized by standard navigation systems.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67649,CXJ-927,serviceTermination,jobLoss,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,9,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,noResolution,The agent was unable to provide a resolution that satisfied the customer's request to cancel the service.,ADT-00100,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'jobLoss:Job loss refers to the situation where an individual has lost their employment, impacting their ability to pay for services.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6764a,CXJ-927,planUpdated,seniorDiscount,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,10,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,discountApplied,"The agent applied a senior discount to the customer's billing plan, reducing the monthly rate.",ADT-00102,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'seniorDiscount:Senior discount refers to a reduced rate offered to customers who are over a certain age, typically 65 or older.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6764b,CXJ-927,panelReboot,cellularChipReset,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,14,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,cellTestSignal,Agent sent a cell test signal to ensure the panel's cellular connection is restored.,ADT-00105,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'cellularChipReset:Cellular chip reset refers to the process of rebooting the cellular component of a security system to restore communication.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6764c,CXJ-927,cameraAddition,indoorCameraRequest,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,16,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,cameraShipment,Agent confirmed the shipment of the indoor camera to the customer.,ADT-00106,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': ""indoorCameraRequest:Indoor camera request refers to the customer's desire to add an indoor camera to their existing security system."", 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6764d,CXJ-927,packageInquiry,videoDoorbellOffer,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,5,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,installationScheduled,The agent scheduled the installation for the customer on Friday morning.,ADT-00108,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'videoDoorbellOffer:Video doorbell offer refers to a promotional deal where new customers receive a video doorbell as part of their subscription package.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6764e,CXJ-927,voiceControlCalibration,microphoneTraining,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,13,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,voiceTrainingCompleted,The agent guided the customer through voice training to resolve the voice control issue.,ADT-00109,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'microphoneTraining:Microphone training refers to the process of calibrating the voice control system to recognize and respond to specific voice commands accurately.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6764f,CXJ-927,cameraDamage,weatherImpact,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,4,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,discountOffer,Agent offered a replacement camera at a 50% discount.,ADT-00113,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'weatherImpact:Weather impact refers to damage caused by weather conditions such as storms, hail, or other natural events.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67650,CXJ-927,moveOrderStarted,monitoringPause,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,14,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,installationScheduled,The agent scheduled the new installation for the morning of the 15th at the new house.,ADT-00116,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'monitoringPause:Monitoring pause refers to the temporary suspension of monitoring services during a specified period, typically due to a transition or move.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67651,CXJ-927,pricingInquiry,selfMonitoringPreference,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,15,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,informationProvided,Agent provided pricing information and explained the benefits of professional monitoring.,ADT-00119,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': ""selfMonitoringPreference:Self-monitoring preference refers to a customer's choice to monitor their own security system without professional services."", 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67652,CXJ-927,monitoringDowngrade,appConfusion,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,7,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,serviceDowngrade,The agent downgraded the customer's monitoring service to a traditional landline option.,ADT-00124,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'appConfusion:App confusion refers to the difficulty or inability of a user to effectively navigate or use a mobile application due to its complexity or unfamiliarity.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67653,CXJ-927,panelUpgrade,networkPhaseOut,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,6,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,panelReplacement,The agent scheduled a panel replacement to resolve the connectivity issue caused by network phase-out.,ADT-00129,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'networkPhaseOut:Network phase-out refers to the discontinuation of older cellular networks, causing devices that rely on them to lose connectivity.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67654,CXJ-927,depositRefund,militaryDeployment,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,16,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,refundProcessed,"The agent processed the refund to the customer's Visa card, expected in 3-5 days.",ADT-00134,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'militaryDeployment:Military deployment refers to the relocation of military personnel to a new duty station, often resulting in changes to their service agreements or contracts.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67655,CXJ-927,serviceInformation,serviceCoverage,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,14,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,informationProvided,Agent provided detailed information about the security service coverage and features.,ADT-00135,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'serviceCoverage:Service coverage refers to the range of services and protections offered by a security system, including burglary, life safety, and smart home features.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67656,CXJ-927,billingInquiry,regulatoryFee,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,2,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,noResolution,Agent explained that the regulatory fee cannot be removed or offset.,ADT-00138,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'regulatoryFee:A regulatory fee is a mandatory charge imposed by government authorities, often passed through to consumers by service providers.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67657,CXJ-927,keypadAddition,wirelessKeypad,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,6,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,orderProcessed,Agent processed the order for a wireless keypad to be shipped to the customer.,ADT-00143,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'wirelessKeypad:Wireless keypad refers to a secondary keypad device that operates without physical wiring, typically powered by batteries.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67658,CXJ-927,feeRemoval,cellularCommunicationFee,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,11,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,panelSettingsUpdated,"The agent updated the panel's communication settings to broadband only, removing the cellular fee.",ADT-00145,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'cellularCommunicationFee:Cellular communication fee refers to the charge for using cellular networks to communicate alarm signals.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67659,CXJ-927,cameraPerformance,firmwareUpdate,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,7,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,cameraReboot,The agent rebooted the camera after updating its firmware to resolve the freezing issue.,ADT-00154,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'firmwareUpdate:Firmware update refers to the process of installing the latest software version on a device to improve its functionality and performance.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6765a,CXJ-927,cameraReboot,powerIssue,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,6,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,cameraReboot,The agent guided the customer to reboot the camera by fixing the power connection.,ADT-00155,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'powerIssue:Power issue refers to a problem where a device is not receiving adequate electrical power, causing it to malfunction or not operate.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6765b,CXJ-927,insuranceDiscount,certificateOfMonitoring,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,13,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,emailCertificate,The agent emailed the Certificate of Monitoring to the customer.,ADT-00159,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'certificateOfMonitoring:A certificate of monitoring is a document provided by security companies to customers, confirming that their property is professionally monitored, which can be used to obtain insurance discounts.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6765c,CXJ-927,addressUpdate,moveOrderStarted,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,7,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,accountUpdated,The agent updated the customer's account with the new address and scheduled a technician visit.,ADT-00162,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': ""moveOrderStarted:Move order started refers to the initiation of the process to update the customer's account and services due to relocation."", 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6765d,CXJ-927,emailUpdated,nameChange,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,8,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,emailConfirmation,Agent confirmed the new email address by sending a verification link.,ADT-00163,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': ""nameChange:Name change refers to the process of updating personal information due to a change in the individual's name."", 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6765e,CXJ-927,serviceInquiry,sensorTypesExplanation,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,11,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,brochureSent,Agent will email a brochure with all the different sensor types to the customer.,ADT-00166,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'sensorTypesExplanation:Sensor types explanation refers to providing detailed information about various sensors available in a security system.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac6765f,CXJ-927,pricingInquiry,videoDoorbellOffer,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,12,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,emailQuote,Agent emailed the full package details and contract to the customer.,ADT-00169,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'videoDoorbellOffer:Video doorbell offer refers to a promotional deal where a video doorbell is provided for free to new customers who sign up for a specific plan.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67660,CXJ-927,billExplanation,proratedAdjustment,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,4,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,billingClarified,Agent clarified the billing adjustment and confirmed the temporary increase in the bill.,ADT-00171,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'proratedAdjustment:Prorated adjustment refers to a temporary increase in billing to account for partial charges from a previous period.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67661,CXJ-927,billingClarified,wrongMonitoringTier,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,17,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,creditIssued,Agent issued a $30.00 credit to the customer's account for the erroneous charges.,ADT-00172,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'wrongMonitoringTier:Wrong monitoring tier refers to the incorrect selection of a service level or package during account setup, leading to erroneous charges.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67662,CXJ-927,lockInstallation,smartLockRequest,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,14,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,technicianScheduled,A technician is scheduled to install the smart lock on Saturday morning.,ADT-00174,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': ""smartLockRequest:Smart lock request refers to the customer's desire to add a smart lock to their home for enhanced security and convenience."", 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67663,CXJ-927,sensorInstallation,carbonMonoxideDetection,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,15,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,technicianScheduled,A technician is scheduled to install and test the carbon monoxide detectors next week.,ADT-00175,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'carbonMonoxideDetection:Carbon monoxide detection refers to the installation and monitoring of sensors that detect the presence of carbon monoxide gas in a home.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
695812dcc0cbb5cf7ac67664,CXJ-927,planUpdated,landlineBackupRemoval,serviceDisruptionImpact,6.1,1.76,Low,1. Low Complexity,5,1. Low AHT,Yes,1,Volume - Potential Transformation Opportunity,accountUpdated,The agent updated the customer's account to remove the landline backup charge.,ADT-00176,"[{'closest_other_cluster_name': 'None', 'cluster': -1, 'embedding_input': 'landlineBackupRemoval:Landline backup removal refers to the process of discontinuing the use of a landline connection for system monitoring, relying solely on cellular signals.', 'prob_cluster_belonging': 0.0, 'closest_other_cluster': None, 'distance_to_other_cluster': None, 'umap_embedding': 'ComingSoon'}]",1767379676,Alarm & Security Settings
